occurrence_id,token,tex_line,context_sha256,context,classification,obligation_ids,audit_note
UC-653453980bf8e5cf,every,543,0bc3e81e8359cdfd570db72f55ca7d9d24933bda2e19250f4699205e8fcf6548,"$\langle B_L^{\,L_K}\rangle$ contains every $L_K$-conjugate of every",MATHEMATICAL-CLAIM,PAR-NOVELTY;SRC-TWISTED-BN;SRC-MAXIMALITY,Parabolic-novelty claim; routed to the structural lemma and exact BN-pair/maximality sources.
UC-c6093f4b9e3b05b4,maximal,558,39d871f97e20be959a8a81bac96bb717c3e7c27a5cac7bb76df3628c89613cf6,"maximal elements of $\Pos_X(S)$, both normally saturating. If some prime",MATHEMATICAL-CLAIM,DIV-GROUP;DIV-ARITH;K1-TT;RED-COORD-BOUND,"Divisibility or almost-simple claim; routed to its group, arithmetic, and published-theorem evidence."
UC-a1a3bb4a01f34df6,unique,563,47790a6b6c569486d8e5c1a94d08157979431bc3446013e0aa782768fe9290c1,then no group $G$ with unique minimal normal subgroup $S^k$ and,MATHEMATICAL-CLAIM,DIV-GROUP;DIV-ARITH;K1-TT;RED-COORD-BOUND,"Divisibility or almost-simple claim; routed to its group, arithmetic, and published-theorem evidence."
UC-e2474a13050c1681,maximal,569,8187ef13b18c1ce101cb3aa3589f4a5e62c6a32f5833381386433d7f75d91608,"maximal subgroups of $G$, so property $\mathrm{P}$ forces $G=B_VB_W$ and",MATHEMATICAL-CLAIM,DIV-GROUP;DIV-ARITH;K1-TT;RED-COORD-BOUND,"Divisibility or almost-simple claim; routed to its group, arithmetic, and published-theorem evidence."
UC-bc63221ece0f550a,maximal,587,adf9025d60a5205fc3497ec309bfba39e4af8d212e4663e5629939412dd2b021,"$B_V,B_W$ is used; no classification of the maximal subgroups of $G$",MATHEMATICAL-CLAIM,DIV-GROUP;DIV-ARITH;K1-TT;RED-COORD-BOUND,"Divisibility or almost-simple claim; routed to its group, arithmetic, and published-theorem evidence."
UC-4321b21e310b11df,completeness,589,c37e275dc055ae26028863820a3b02398cb0a16477375f857e0c30e3fa4e5968,to completeness of tabulated maximal-subgroup data: it needs only that,MATHEMATICAL-CLAIM,DIV-GROUP;DIV-ARITH;K1-TT;RED-COORD-BOUND,"Divisibility or almost-simple claim; routed to its group, arithmetic, and published-theorem evidence."
UC-a611098195d6433d,maximal,589,c37e275dc055ae26028863820a3b02398cb0a16477375f857e0c30e3fa4e5968,to completeness of tabulated maximal-subgroup data: it needs only that,MATHEMATICAL-CLAIM,DIV-GROUP;DIV-ARITH;K1-TT;RED-COORD-BOUND,"Divisibility or almost-simple claim; routed to its group, arithmetic, and published-theorem evidence."
UC-f9ebfc1a4c977092,maximal,590,89d1e0061029bcc696d4fe8d6a05ebfbdcdbad15563841a712777a443d194883,the two exhibited subgroups are maximal (or Lemma~\ref{lem:P}-novelties),MATHEMATICAL-CLAIM,DIV-GROUP;DIV-ARITH;K1-TT;RED-COORD-BOUND,"Divisibility or almost-simple claim; routed to its group, arithmetic, and published-theorem evidence."
UC-8fe063524432ac93,stable,591,09e741288f7c5fc42e12facb63e4c5bdc80feef0e61729a15944a136d110668a,and their classes stable.,MATHEMATICAL-CLAIM,DIV-GROUP;DIV-ARITH;K1-TT;RED-COORD-BOUND,"Divisibility or almost-simple claim; routed to its group, arithmetic, and published-theorem evidence."
UC-2fa2eb98eed42deb,maximal,596,d72c3391a27353d52062ab2b3d045727988958e415d20cba343da8ecd74b92e0,"$S\leq G\leq\Aut(S)$ put $X:=G$, $x:=|G/S|=t$. For $[V]$ a maximal",MATHEMATICAL-CLAIM,DIV-GROUP;DIV-ARITH;K1-TT;RED-COORD-BOUND,"Divisibility or almost-simple claim; routed to its group, arithmetic, and published-theorem evidence."
UC-36f585655644fcfb,maximal,598,17def42a849f65288af58633344711cb6f041a5a381276528e7ee2f773003c54,"$B_V\cap S=V$, $B_VS=G$, $|B_V|=t|V|$, and $B_V$ is maximal in $G$.",MATHEMATICAL-CLAIM,DIV-GROUP;DIV-ARITH;K1-TT;RED-COORD-BOUND,"Divisibility or almost-simple claim; routed to its group, arithmetic, and published-theorem evidence."
UC-781d4b5d55fb8ab4,maximality,606,6f217f9933eee8a01623737c3fdab8e61fe73ab980c1c9f084daf29651513f35,Lemma~\ref{lem:A}; $B_V\cap S=N_S(V)=V$; the maximality of $B_V$ is the,MATHEMATICAL-CLAIM,DIV-GROUP;DIV-ARITH;K1-TT;RED-COORD-BOUND,"Divisibility or almost-simple claim; routed to its group, arithmetic, and published-theorem evidence."
UC-cc433aed700fa968,stable,612,b28e2fa51c4f4c5c4021914fa512cbad8933814cdbeceecdaecbf4df219f6fc0,self-normalizing subgroup whose class is $X$-stable (here,MATHEMATICAL-CLAIM,DIV-GROUP;DIV-ARITH;K1-TT;RED-COORD-BOUND,"Divisibility or almost-simple claim; routed to its group, arithmetic, and published-theorem evidence."
UC-ede94e9ccf15942c,exactly,615,becfc01c2f7bbf48ddb9890f7d9d985d55f82a866db321934c81a148dd5f6665,"$T$, exactly as in Step~1 of Lemma~\ref{lem:B}) and lies above $[V]$,",MATHEMATICAL-CLAIM,DIV-GROUP;DIV-ARITH;K1-TT;RED-COORD-BOUND,"Divisibility or almost-simple claim; routed to its group, arithmetic, and published-theorem evidence."
UC-c3d96b2972f0e1a1,maximality,616,f3fcf4f1e64e2f88f1992f11c6ac88f54fa533619432490a0d4d72953239f1a7,so poset-maximality forces $T=V$ and $H\leq N_G(V)=B_V$. The two,MATHEMATICAL-CLAIM,DIV-GROUP;DIV-ARITH;K1-TT;RED-COORD-BOUND,"Divisibility or almost-simple claim; routed to its group, arithmetic, and published-theorem evidence."
UC-26ef588c2ddf6aee,every,625,c1e493f085ece653d72960fac12a8a643a4c4916d70772af1a0ecbb441240eb9,"From now on, ``$S$ is \emph{excluded}'' means: for every $X$ with",DEFINITION,DIV-GROUP;DIV-ARITH;K1-TT;RED-COORD-BOUND,Definition or fixed notation; its later mathematical uses are routed by the surrounding proof obligations.
UC-e0e91800ff87e430,unique,627,ef23c51766f94ec660054386af131c34e0f57e580afd03c74551490611446b78,Theorem~\ref{thm:D}; consequently no finite group $G$ with unique,DEFINITION,DIV-GROUP;DIV-ARITH;K1-TT;RED-COORD-BOUND,Definition or fixed notation; its later mathematical uses are routed by the surrounding proof obligations.
UC-d300ea200c56ced7,Every,636,f51cb491d6d5736627a72ae6a5544173efa2d074ea65abb6f6dadd3deb050e22,Every non-abelian simple group $S$ with $|S|\leq 1.05\times10^{7}$ is,METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-13b8329d26c229bc,every,642,d957c2cbdc43d22989f8f71b950c92bd501ec07d7003e9cd4ce352ce415762a4,"GAP~4.16.0 \cite{GAP}, organized as follows; every machine claim is backed by a",METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-8f108befb65a4515,every,646,5d0b88a1ba53199bdac26e33c3305ae9fe2d0ee4bf3965bf903f8af0b6f5a8a7,"maps every paper claim to its scripts and certificates), and the group",METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-fa174225a9010efa,maximal,654,130e128ba633dfd151231dfc0c53288028e718c0262a2304da1ffa07a0db369d,receipt rather than a redundant GAP maximal-subgroup enumeration; sweeps J3,METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-849c958af2552c10,Maximal,661,2960ab8d5d644e48da9b308ee2d11f027e2563f474a4a1f82521db0e037767db,"\item \emph{Maximal-class pairs (sweeps J, J2, J4, J3, J5, J6).} For each",METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-0aa416786cee68e7,stable,663,448d2f1b178f16ebb01397fee37a4aec8e827f4b1a27e17bf94fb685c1f5496d,"program lists the $X$-stable classes of maximal subgroups of $S$, and",METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-a57f8b51c593537f,maximal,663,448d2f1b178f16ebb01397fee37a4aec8e827f4b1a27e17bf94fb685c1f5496d,"program lists the $X$-stable classes of maximal subgroups of $S$, and",METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-9f91f2714836d3f1,every,666,b32482e3b3f47536c4107bbf3856f1d7ee559606a84d8bf9be0ef478dfc9344d,"$\Out(S)$, the frozen program audits every quotient-class representative",METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-e3793130dc3d40ff,complete,670,be2c999c1401251cf8978e08c8b76f6552068a9fe5d014662ab90b9105d86d20,SHA-256 fingerprint of the complete induced permutation action on the pinned,METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-b1a6050b37dc259c,maximal,671,3ca6578e8958982733a3d7355be65f004445501e88367813afe81ec8695f3622,"maximal-subgroup-class list, together with intrinsic quotient/kernel data;",METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-2a957edaaff8f8d7,every,674,94f9752d349b8f4605099b92b5acd7bb66d061d92e513219759e0813aecf4d7c,"\texttt{XCASE} inventory, including survivor cases, and binds every successful",METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-942da50a90a256ce,exactly,675,b256a91c85b675476150b7b21aa9842f85eb50af2d9ceb626fd878773c2cc472,\texttt{CERT} to exactly one such record. For all but six socles in range this succeeds for,METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-d86401217a215ded,all,675,b256a91c85b675476150b7b21aa9842f85eb50af2d9ceb626fd878773c2cc472,\texttt{CERT} to exactly one such record. For all but six socles in range this succeeds for,METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-cb7a4e1f35588e52,every,676,6e0fcdae7a8add1f4ffd2d4200662860f5761f3081bf8b20cb716c338af95bfd,every $X$. A logged certificate line records,METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-d54bea662ca4e5e9,all,678,3a96ef3798e5a3b04cf015a602e088666396f71e66568e88ce325572ff989d5e,"$A_5^k$ for all $k$ and all $X$, the first unbounded-$k$ closure. In",METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-37c55986f56e2af0,all,678,3a96ef3798e5a3b04cf015a602e088666396f71e66568e88ce325572ff989d5e,"$A_5^k$ for all $k$ and all $X$, the first unbounded-$k$ closure. In",METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-36d7f16b2749ea3e,every,680,72ab56686f9649a5036bba2f8ae9354ca43134bcaac9be5dfeb6f7f0041d5161,"exceed the base bound, carry certificates of the same form for every",METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-9cad67943f1e30ac,stable,684,acdc0c4ee87c6b653c9329b40084a36959834b9208845225c7568c3ee6f1493b,"admit too few stable maximal classes, all for the expected reason (an",METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-712366c1c69fad76,maximal,684,acdc0c4ee87c6b653c9329b40084a36959834b9208845225c7568c3ee6f1493b,"admit too few stable maximal classes, all for the expected reason (an",METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-5697f202d2057dca,all,684,acdc0c4ee87c6b653c9329b40084a36959834b9208845225c7568c3ee6f1493b,"admit too few stable maximal classes, all for the expected reason (an",METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-9c0564609438cca2,maximal,688,519cbd61de0661f133c73809c91c827c6d11b612cfafb26d5c7a913442a3288d,"involving non-maximal classes that are maximal in $\Pos_X(S)$, with",METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-084ab2717f8080a8,maximal,688,519cbd61de0661f133c73809c91c827c6d11b612cfafb26d5c7a913442a3288d,"involving non-maximal classes that are maximal in $\Pos_X(S)$, with",METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-acebc3ac14c1e022,independently,692,34ff1d36b2e6430bb7c50f8b281220114c796183cc1c9aa8abc0fe8872785a68,"\texttt{IntermediateSubgroups(S,V)}; independently it enumerates every",METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-e60a218b228461df,every,692,34ff1d36b2e6430bb7c50f8b281220114c796183cc1c9aa8abc0fe8872785a68,"\texttt{IntermediateSubgroups(S,V)}; independently it enumerates every",METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-3a92a05c66eb2d84,every,697,9c61639b7199299e57c1bf1c3b332783aa6f9e9ca728e6fb81e32db8318014a3,mismatch is fatal: every embedding orbit of $V$ in each overgroup class,METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-293c93119764f688,Every,699,3312d22320fc262cb73d0dae77ccb37881ba46dc78590e79d4a9c6accaac4055,"Every record names the $S$-class position, order, index, normalizer order, a",METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-b72d2d9b94cd66c6,complete,706,10c9336149cbafa134f1386cbd52835e5b4715e8e385c5495f24e82d0470e97e,with the induced action on the complete pinned list of $S$-subgroup classes.,METHODOLOGY-CLAIM,COMP-FINITE-BASE;COMP-K2;COMP-INDEPENDENT;COMP-ENV;DETERMINISM,Finite-base computation claim; routed to exhaustive receipts and independent validation.
UC-342cfc7ca03f54d1,Every,719,928e99e7438abf4062c3eef1da072d8f1ae38a25e8a69525e8057007ca0251cb,"Every sporadic simple group, and the Tits group ${}^2F_4(2)'$, is",METHODOLOGY-CLAIM,COMP-SPORADIC;SRC-SPORADIC-MAX;COMP-INDEPENDENT;COMP-ENV,Sporadic/Tits computation claim; routed to exact class receipts and published maximality sources.
UC-c5d3d1fe9b2093d1,stable,731,34d370769d0b92124eaeefdd9e6e817c83190e75db1c490ae1c928e66b099e9f,\texttt{sweepM\_sporadic.log}): stable maximal classes and pair searches use the,METHODOLOGY-CLAIM,COMP-SPORADIC;SRC-SPORADIC-MAX;COMP-INDEPENDENT;COMP-ENV,Sporadic/Tits computation claim; routed to exact class receipts and published maximality sources.
UC-9b45717566cf6ef3,maximal,731,34d370769d0b92124eaeefdd9e6e817c83190e75db1c490ae1c928e66b099e9f,\texttt{sweepM\_sporadic.log}): stable maximal classes and pair searches use the,METHODOLOGY-CLAIM,COMP-SPORADIC;SRC-SPORADIC-MAX;COMP-INDEPENDENT;COMP-ENV,Sporadic/Tits computation claim; routed to exact class receipts and published maximality sources.
UC-b1a9161eed2d1dec,maximal,732,5f8f1df409b2129243e7ec2ae8a969c87fee0a5e23427edadefe0d6542b2f054,\textsc{Atlas} maximal-subgroup data via the GAP character table,METHODOLOGY-CLAIM,COMP-SPORADIC;SRC-SPORADIC-MAX;COMP-INDEPENDENT;COMP-ENV,Sporadic/Tits computation claim; routed to exact class receipts and published maximality sources.
UC-7b47c91f0597b9b8,Every,734,8a791310df4f1388089a3850b5e0208859f0b5f19fb1b926c56374c359e7bfe5,AtlasRep~2.1.11. Every record gives the exact character-table identifier and,METHODOLOGY-CLAIM,COMP-SPORADIC;SRC-SPORADIC-MAX;COMP-INDEPENDENT;COMP-ENV,Sporadic/Tits computation claim; routed to exact class receipts and published maximality sources.
UC-1a88b4113f5902dd,automatic,735,fc451f91c6251181fbd0d76979020c1a12c5957450d9599e0c93e54e14ad21b1,"\texttt{Maxes} list position. If $\Out(S)=1$, stability is automatic. If",METHODOLOGY-CLAIM,COMP-SPORADIC;SRC-SPORADIC-MAX;COMP-INDEPENDENT;COMP-ENV,Sporadic/Tits computation claim; routed to exact class receipts and published maximality sources.
UC-6e455ce60f27ec16,exactly,736,e8b4c8789c8de6125c904d2754e1b71fa96d4cf044b4bb7b3d20f7ae88909ad2,"$|\Out(S)|=2$, the program accepts a class only when its order occurs exactly",METHODOLOGY-CLAIM,COMP-SPORADIC;SRC-SPORADIC-MAX;COMP-INDEPENDENT;COMP-ENV,Sporadic/Tits computation claim; routed to exact class receipts and published maximality sources.
UC-f69db99ee46008c3,complete,737,997a811de6843967c749ef0b903c7a4dbaf5d993def3f39a811453d0bba2e170,"once in the complete pinned \texttt{Maxes} list; automorphisms preserve order,",METHODOLOGY-CLAIM,COMP-SPORADIC;SRC-SPORADIC-MAX;COMP-INDEPENDENT;COMP-ENV,Sporadic/Tits computation claim; routed to exact class receipts and published maximality sources.
UC-5e295540ecac0405,stable,738,a63241283dc3c6bd03846003e57e0827da63904297b35b2eb0daec555653d0ee,so that exact class is stable. No stored class fusion is claimed or used.,METHODOLOGY-CLAIM,COMP-SPORADIC;SRC-SPORADIC-MAX;COMP-INDEPENDENT;COMP-ENV,Sporadic/Tits computation claim; routed to exact class receipts and published maximality sources.
UC-76d9c93919e263df,maximal,740,d56b598bc0a2ddb8da51c2730bb71d5f52405bde96e8775bc0c218dcef9bead8,"group, list position, identifier, and order, to a published maximal-subgroup",METHODOLOGY-CLAIM,COMP-SPORADIC;SRC-SPORADIC-MAX;COMP-INDEPENDENT;COMP-ENV,Sporadic/Tits computation claim; routed to exact class receipts and published maximality sources.
UC-4a66d6b34ba5a85e,independently,744,55dedec5392c59aea005ffb73e0a5a97b77c478509e83a5ed794b35eaffda6b0,are covered independently by \cite[pp.~553--563]{Wilson1984} and,METHODOLOGY-CLAIM,COMP-SPORADIC;SRC-SPORADIC-MAX;COMP-INDEPENDENT;COMP-ENV,Sporadic/Tits computation claim; routed to exact class receipts and published maximality sources.
UC-f21b919c12b9310d,completeness,750,aa373cfbbdd1a0209eecd8e5b1a779361d64d682fc5abdd4442de80389e836af,"Theorem~\ref{thm:D}, completeness is logically needed here only for the",METHODOLOGY-CLAIM,COMP-SPORADIC;SRC-SPORADIC-MAX;COMP-INDEPENDENT;COMP-ENV,Sporadic/Tits computation claim; routed to exact class receipts and published maximality sources.
UC-5182528f5f0516c8,unique,751,90a9f1af5f2f19cea24adaff16280a50e42ed532becf1ebfddd01d9fae376c07,unique-order stability argument when $|\Out(S)|=2$. The exact source map is,METHODOLOGY-CLAIM,COMP-SPORADIC;SRC-SPORADIC-MAX;COMP-INDEPENDENT;COMP-ENV,Sporadic/Tits computation claim; routed to exact class receipts and published maximality sources.
UC-9fc7888283c3b893,exactly,763,2cfdc5296e2744abab0cc483550d7348132f818d365d17b41c56097ebea08a9d,with the Zsigmondy-exception set exactly as documented in the proofs;,METHODOLOGY-CLAIM,COMP-SPORADIC;SRC-SPORADIC-MAX;COMP-INDEPENDENT;COMP-ENV,Sporadic/Tits computation claim; routed to exact class receipts and published maximality sources.
UC-42d620f5c960c584,all,767,b9875da500b85876d16aa29d56a2812bcfa2816e2ed66ee3253e8ea4ef4f27cd,quantified over all ranks and fields.,METHODOLOGY-CLAIM,COMP-SPORADIC;SRC-SPORADIC-MAX;COMP-INDEPENDENT;COMP-ENV,Sporadic/Tits computation claim; routed to exact class receipts and published maximality sources.
UC-554e08a16b9477f6,maximal,774,3761364991447484fdfc5e137cdf9efeb43bcc3a2facbd3eaa815a89ed0320eb,"maximal subgroups of $S$, only their $X$-stability and the valuation",MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-MAXIMALITY;SRC-AUTOMORPHISMS;COMP-FINITE-BASE,"PSL(2,q) family claim; routed to exact arithmetic, structural sources, and finite exceptions."
UC-5cd5789ffbdac854,certified,790,ec4cea124b6d81d7fa4dd4bc687f5d0a1275ac12941e689d0f413d3d5d45def3,"For $q\in\{4,5,7,8,9,11\}$ this is machine-certified by",MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-MAXIMALITY;SRC-AUTOMORPHISMS;COMP-FINITE-BASE,"PSL(2,q) family claim; routed to exact arithmetic, structural sources, and finite exceptions."
UC-129e1c08ba3074c0,All,792,22b02705d32e433a1ad3a8958f8f8bd41dfbb6ea9a71845423da93d32dbb111e,(not by an invocation of Proposition~\ref{prop:base}).  All other simple parameters are covered,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-MAXIMALITY;SRC-AUTOMORPHISMS;COMP-FINITE-BASE,"PSL(2,q) family claim; routed to exact arithmetic, structural sources, and finite exceptions."
UC-e20dd07d7a32f294,maximal,800,570b2c7d395b98d4dc1a05a5c5c833418263505e589b55bf3ded2794e90fed30,be the normalizers of the split and nonsplit maximal tori: dihedral of,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-MAXIMALITY;SRC-AUTOMORPHISMS;COMP-FINITE-BASE,"PSL(2,q) family claim; routed to exact arithmetic, structural sources, and finite exceptions."
UC-44e3f2eecfdc15c2,maximal,801,e8cb9ea75a27e2df2a551dbeb62ac281a5b6474fc8a2f5b4b5dfbcf9a625dee3,"orders $q-1$ and $q+1$, and maximal in $S$ for $q\geq13$ by Dickson's",MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-MAXIMALITY;SRC-AUTOMORPHISMS;COMP-FINITE-BASE,"PSL(2,q) family claim; routed to exact arithmetic, structural sources, and finite exceptions."
UC-cf367b69d5a980d8,All,804,6d588f01851107235cccb41cc8ca44a28ba1e33a6ba8a19ae845bc6dc9ec8820,All split (resp.\ nonsplit) maximal tori,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-MAXIMALITY;SRC-AUTOMORPHISMS;COMP-FINITE-BASE,"PSL(2,q) family claim; routed to exact arithmetic, structural sources, and finite exceptions."
UC-dcf89fe22d480573,maximal,804,6d588f01851107235cccb41cc8ca44a28ba1e33a6ba8a19ae845bc6dc9ec8820,All split (resp.\ nonsplit) maximal tori,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-MAXIMALITY;SRC-AUTOMORPHISMS;COMP-FINITE-BASE,"PSL(2,q) family claim; routed to exact arithmetic, structural sources, and finite exceptions."
UC-572c418ca125b90e,every,805,55306bf475105c3ad7b24ed72c0fa6025cdb29a9236e3e25df34ed1b4b321b88,are $S$-conjugate and every automorphism maps one to one (there is no,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-MAXIMALITY;SRC-AUTOMORPHISMS;COMP-FINITE-BASE,"PSL(2,q) family claim; routed to exact arithmetic, structural sources, and finite exceptions."
UC-7e9f4b0e06dba852,stable,807,49d725efd1924eed4e96d79982f33940b03b3f676ceb3f0ed2254307e7a3f4bc,"algebraically), so $[U]$ and $[V]$ are $X$-stable for every $X$. Now",MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-MAXIMALITY;SRC-AUTOMORPHISMS;COMP-FINITE-BASE,"PSL(2,q) family claim; routed to exact arithmetic, structural sources, and finite exceptions."
UC-2b674f1a1ae158dc,every,807,49d725efd1924eed4e96d79982f33940b03b3f676ceb3f0ed2254307e7a3f4bc,"algebraically), so $[U]$ and $[V]$ are $X$-stable for every $X$. Now",MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-MAXIMALITY;SRC-AUTOMORPHISMS;COMP-FINITE-BASE,"PSL(2,q) family claim; routed to exact arithmetic, structural sources, and finite exceptions."
UC-393c54def3b975da,maximal,814,881cc4640c6677718fab9541e15fd50a466c7c2eb1561a2c67ca343bc6df79ac,"order $q(q-1)$, and $V:=N_S(T_+)$, dihedral of order $2(q-1)$, maximal",MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-MAXIMALITY;SRC-AUTOMORPHISMS;COMP-FINITE-BASE,"PSL(2,q) family claim; routed to exact arithmetic, structural sources, and finite exceptions."
UC-85bd2c16a47f26f4,unique,817,583acfc08a5d8a22c260b49d57f78a8a1f74291afccf76fc653e34974aafd275,normalizers and $[V]$ the unique class of split torus normalizers: both,MATHEMATICAL-CLAIM,ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-MAXIMALITY;SRC-AUTOMORPHISMS;COMP-FINITE-BASE,"PSL(2,q) family claim; routed to exact arithmetic, structural sources, and finite exceptions."
